address_oracle_agreement,candidate_evaluations,dataset,exact_noun_route_accuracy,mean_oracle_regret,mean_prefix_entropy,mean_prefix_margin,method,model_forward_equivalent_prefix_tokens,noun_support_accuracy,oracle_story_mean_nll,order,stage,story_count,story_mean_nll,suffix_token_accuracy,token_count,token_mean_nll
0.40915300546448086,26352,macro,,0.05185216037668701,2.1907695584772715,0.12134229629987577,log_t,2794788,0.7523907103825137,1.5360459582012003,blocked,80,2928,1.5878981185778873,0.6070071277761021,314965,1.6197333659397226
0.14583333333333334,5856,macro,,0.09019900586716247,,,sequential_lora,621064,,1.6151846086306563,blocked,80,2928,1.7053836144978183,0.5882145635229311,314965,1.7295960242905748
1.0,3088,macro,,0.0,,,base,326934,,1.6337123201128407,blocked,88,3088,1.6337123201128407,0.6051832440207836,331607,1.660209128482049
0.38309585492227977,30880,macro,,0.05404624152210668,2.297137918635971,0.10999323979714992,log_t,3269340,0.7341321243523317,1.5392186707482551,blocked,88,3088,1.5932649122703622,0.6071705362070161,331607,1.6245401317354213
0.22215025906735753,6176,macro,,0.07014498304099191,,,sequential_lora,653868,,1.617684469627538,blocked,88,3088,1.6878294526685296,0.5907716061482418,331607,1.720114735982298
1.0,3257,macro,,0.0,,,base,344448,,1.6410122831580727,blocked,96,3257,1.6410122831580727,0.604757597788069,349378,1.6664385201587215
0.40282468529321463,29313,macro,,0.05346890289297517,2.192499027319543,0.10942421482500211,log_t,3100032,0.7282775560331594,1.543613643047692,blocked,96,3257,1.5970825459406675,0.6065150066689946,349378,1.628267644151692
0.16119128031931226,6514,macro,,0.09069616525155998,,,sequential_lora,688896,,1.6260616448070087,blocked,96,3257,1.7167578100585685,0.5862017642782316,349378,1.7463038395843855
1.0,3398,macro,,0.0,,,base,359301,,1.6472200132615293,blocked,104,3398,1.6472200132615293,0.6048089692792308,364444,1.6705730088849413
0.3811065332548558,33980,macro,,0.055174776847912665,2.2975739246259512,0.10318919198873676,log_t,3593010,0.7242495585638611,1.5476628156065522,blocked,104,3398,1.6028375924544647,0.6065979958512144,364444,1.6324102334022585
0.17951736315479694,6796,macro,,0.08291868803130172,,,sequential_lora,718602,,1.6338215191049192,blocked,104,3398,1.716740207136221,0.5873001064635445,364444,1.7442304131350426
1.0,3515,macro,,0.0,,,base,370622,,1.6441426200401865,blocked,112,3515,1.6441426200401865,0.6054546083274148,375939,1.668403866736955
0.397724039829303,35150,macro,,0.05233734022995981,2.2955960943892197,0.1065841392127752,log_t,3706220,0.7337126600284495,1.5395917701608626,blocked,112,3515,1.5919291103908222,0.6076544332990192,375939,1.6235241405286052
0.12091038406827881,7030,macro,,0.09266082481842364,,,sequential_lora,741244,,1.6312964595477262,blocked,112,3515,1.72395728436615,0.5858530240278343,375939,1.752239330988793
1.0,3653,macro,,0.0,,,base,387581,,1.6392142421746367,blocked,120,3653,1.6392142421746367,0.6059857542610023,393100,1.6626983043914592
0.4026827265261429,40183,macro,,0.05361739292260204,2.390626683941352,0.11719907808395207,log_t,4263391,0.7358335614563373,1.5324821308413685,blocked,120,3653,1.5860995237639703,0.6080895446451284,393100,1.6175399806896138
0.10046537092800438,7306,macro,,0.10716955879833066,,,sequential_lora,775162,,1.627517348483607,blocked,120,3653,1.7346869072819378,0.5881862121597558,393100,1.7575249620707276
1.0,3768,macro,,0.0,,,base,398946,,1.6337561093259343,blocked,128,3768,1.6337561093259343,0.6068031346614373,404637,1.6579844336550043
0.39941613588110403,33912,macro,,0.04984997521998023,2.1904678595926605,0.11945336244035425,log_t,3590514,0.7404458598726115,1.5317219535332327,blocked,128,3768,1.5815719287532124,0.60918057419366,404637,1.6130865883231453
0.24708067940552017,7536,macro,,0.06816289683662681,,,sequential_lora,797892,,1.6155620282379295,blocked,128,3768,1.6837249250745563,0.5923407893988933,404637,1.7150776533146634
1.0,3850,macro,,0.0,,,base,408441,,1.6363012148138725,blocked,136,3850,1.6363012148138725,0.6062483856405899,414251,1.659804009758658
0.39766233766233766,38500,macro,,0.04986906450985776,2.295833785874503,0.12189287035496203,log_t,4084410,0.7451948051948052,1.5347710411230955,blocked,136,3850,1.5846401056329533,0.6086816929832396,414251,1.6152741582669257
0.1890909090909091,7700,macro,,0.07335387045050663,,,sequential_lora,816882,,1.6234604291309704,blocked,136,3850,1.696814299581477,0.5909508969199833,414251,1.724773136429067
1.0,3944,macro,,0.0,,,base,418605,,1.6389929983289286,blocked,144,3944,1.6389929983289286,0.6061820896998933,424549,1.6614860386001238
0.3947768762677485,39440,macro,,0.050259581259204635,2.296308204108513,0.11991498703949349,log_t,4186050,0.7390973630831643,1.5376661519432622,blocked,144,3944,1.5879257332024663,0.6083043417838695,424549,1.61771156548111
0.15593306288032455,7888,macro,,0.08674723426217903,,,sequential_lora,837210,,1.628529772778583,blocked,144,3944,1.715277007040762,0.5886623216636949,424549,1.7416786639659159
1.0,4041,macro,,0.0,,,base,427634,,1.6359079471395195,blocked,152,4041,1.6359079471395195,0.6068263351562716,433732,1.6588621935773027
0.3741648106904232,44451,macro,,0.05253958623718865,2.392225500971514,0.11686753375611073,log_t,4703974,0.7228408809700569,1.5337497764197954,blocked,152,4041,1.5862893626569836,0.6088690712237049,433732,1.6160888967534552
