accuracy,stage,task
61.000001430511475,49,11
66.37930870056152,49,12
77.16535329818726,49,13
62.87878751754761,49,14
63.79310488700867,49,15
60.15037298202515,49,16
65.8730149269104,49,17
78.30188870429993,49,18
69.72476840019226,49,19
59.405940771102905,49,20
70.83333134651184,49,21
69.16666626930237,49,22
61.538463830947876,49,23
45.34883797168732,49,24
64.61538672447205,49,25
69.10569071769714,49,26
59.292036294937134,49,27
77.45097875595093,49,28
57.894736528396606,49,29
72.42990732192993,49,30
73.68420958518982,49,31
54.36893105506897,49,32
73.87387156486511,49,33
60.00000238418579,49,34
65.95744490623474,49,35
79.22077775001526,49,36
61.14649772644043,49,37
75.52447319030762,49,38
69.29824352264404,49,39
71.7391312122345,49,40
56.75675868988037,49,41
62.5,49,42
69.79166865348816,49,43
63.01369667053223,49,44
81.90476298332214,49,45
61.41732335090637,49,46
69.91150379180908,49,47
64.3478274345398,49,48
79.80769276618958,49,49
81.35592937469482,50,1
76.15384459495544,50,2
65.06849527359009,50,3
74.43181872367859,50,4
70.3125,50,5
72.50000238418579,50,6
69.5652186870575,50,7
72.93233275413513,50,8
66.41790866851807,50,9
76.81159377098083,50,10
66.00000262260437,50,11
64.65517282485962,50,12
77.16535329818726,50,13
71.96969985961914,50,14
64.65517282485962,50,15
58.64661931991577,50,16
69.84127163887024,50,17
77.35849022865295,50,18
72.47706651687622,50,19
58.415842056274414,50,20
74.30555820465088,50,21
72.50000238418579,50,22
61.538463830947876,50,23
47.67441749572754,50,24
66.15384817123413,50,25
70.7317054271698,50,26
62.83186078071594,50,27
76.47058963775635,50,28
66.66666865348816,50,29
73.36448431015015,50,30
76.31579041481018,50,31
56.31067752838135,50,32
73.87387156486511,50,33
67.14285612106323,50,34
60.9929084777832,50,35
79.8701286315918,50,36
59.23566818237305,50,37
74.12587404251099,50,38
65.78947305679321,50,39
70.28985619544983,50,40
60.81081032752991,50,41
59.558820724487305,50,42
67.70833134651184,50,43
64.38356041908264,50,44
82.85714387893677,50,45
63.77952694892883,50,46
69.02654767036438,50,47
60.86956262588501,50,48
70.19230723381042,50,49
91.8181836605072,50,50
