effective_batch_size,epoch,family,gradient_norm_mean,image_presentations,learning_rate,optimizer_steps,peak_learning_rate,role,schedule,seed,train_objective_accuracy,train_objective_nll,validation_accuracy,validation_nll,wall_seconds
128,24,macro,0.06060305693487559,292656,0.00017357254375359132,2304,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.004273444907829882,77.59921285667431,1.194337541449457,973.195027237758
128,25,macro,0.05167370836716145,304850,0.00016381670640235225,2400,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.0037360133666454113,77.8615939652345,1.195860496463444,1012.7897778749466
128,26,macro,0.059422612782024466,317044,0.00015400698760684148,2496,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.003137247306666688,77.79599868809446,1.1960664275592567,1057.3986825738102
128,27,macro,0.05213158301921794,329238,0.00014418630158449133,2592,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.0032554925103959477,77.92718924237455,1.1864851816789797,1105.9258313253522
128,28,macro,0.04397320118247686,341432,0.0001343976105306598,2688,0.0003,screening,warmup_cosine,1993,99.9261932097753,0.0024220805412944425,77.82879632666447,1.1851788962149314,1144.9615274108946
128,29,macro,0.05455787184473593,353626,0.00012468373667348802,2784,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.00333081871364006,77.79599868809446,1.1947010286755935,1190.34382622689
128,30,macro,0.056336465357162524,365820,0.00011508717494106812,2880,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.003118489831514939,77.9927845195146,1.1912869697087864,1231.6259151548147
128,31,macro,0.04788850015271843,378014,0.00010564990706043753,2976,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.002350307418143767,77.92718924237455,1.1956162895285212,1274.032447880134
128,32,macro,0.04828713121726954,390208,9.641321790165635e-05,3072,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.002548842424640152,77.73040341095441,1.1945693972228824,1313.1919483374804
128,33,macro,0.04437050770745069,402402,8.741751487039824e-05,3168,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.002073748240377818,78.09117743522467,1.1901736573807018,1354.6068837177008
128,34,macro,0.05366722218847523,414596,7.870215113915355e-05,3264,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.0024585852236635904,77.8615939652345,1.1914319407161864,1404.9121807385236
128,35,macro,0.05899396813765634,426790,7.030525349034709e-05,3360,0.0003,screening,warmup_cosine,1993,99.86058717402001,0.0026560601434180518,78.05837979665463,1.1917953028292607,1447.6524875685573
128,36,macro,0.04398301855447547,438984,6.226355552449984e-05,3456,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.002165029894353445,77.9927845195146,1.190713963144214,1493.8497800789773
128,37,macro,0.03957960647191309,451178,5.461223696309297e-05,3552,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.0017526420155607014,77.9927845195146,1.1927508801153426,1540.2902703788131
128,38,macro,0.04596884949690624,463372,4.738476974912833e-05,3648,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.001717321341284498,77.9927845195146,1.1912778339529866,1578.8041168320924
128,39,macro,0.045164509779472915,475566,4.061277161864622e-05,3744,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.0018169710494190508,78.05837979665463,1.1918392150118218,1617.5796530433
128,40,macro,0.04157151951100483,487760,3.432586778377361e-05,3840,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.001573362115056315,77.95998688094457,1.1924210407961466,1655.9348697606474
128,41,macro,0.043495320574341655,499954,2.8551561332394207e-05,3936,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.001610416837729488,77.95998688094457,1.1925247345020749,1698.3783003706485
128,42,macro,0.040523282732465304,512148,2.331511291139718e-05,4032,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.001519480004982419,77.89439160380452,1.1935682037143325,1741.7473792433739
128,43,macro,0.042319717085774755,524342,1.8639430219850846e-05,4128,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.0015826744780650741,77.95998688094457,1.1928320021737244,1780.662661511451
128,44,macro,0.043603724120960884,536536,1.4544967795530693e-05,4224,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.0015988387161343727,77.9927845195146,1.193175704020209,1820.837137389928
128,45,macro,0.04010353516423493,548730,1.104963753320247e-05,4320,0.0003,screening,warmup_cosine,1993,99.91799245530589,0.0014074858200438633,77.95998688094457,1.1937942229634075,1858.7252530865371
128,46,macro,0.04092261135034884,560924,8.168730326112175e-06,4416,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.0014800948159741987,77.95998688094457,1.193596880879313,1896.9635070376098
128,47,macro,0.03934548050407708,573118,5.914849173475655e-06,4512,0.0003,screening,warmup_cosine,1993,99.9261932097753,0.0013852313989417483,77.89439160380452,1.1937986444590247,1935.2159695215523
128,48,macro,0.038004769282755056,585312,4.2978540465996675e-06,4608,0.0003,screening,warmup_cosine,1993,99.9261932097753,0.0013030417360046446,77.9927845195146,1.1936916840510432,1973.0381450708956
128,49,macro,0.04316105622516867,597506,3.3248187548266453e-06,4704,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0014344107054756845,78.05837979665463,1.1937203524581093,2011.3558543268591
128,50,macro,0.037205405419323746,609700,2.9999999999999997e-06,4800,0.0003,screening,warmup_cosine,1993,99.91799245530589,0.0013060770074676369,77.95998688094457,1.194068366951847,2050.743037758395
512,1,macro,4.764680564403534,12194,1.2e-05,24,3e-05,screening,warmup_cosine,1993,1.320321469575201,5.467154056298179,2.492620531321745,5.081161343883241,42.3028584625572
512,2,macro,4.182620565096538,24388,2.4e-05,48,3e-05,screening,warmup_cosine,1993,8.766606527800558,4.541983538266771,19.41620203345359,3.911352851344703,80.96994837746024
512,3,macro,3.636745889981588,36582,2.9993165593440035e-05,72,3e-05,screening,warmup_cosine,1993,35.033623093324586,3.220964253760174,45.78550344375205,2.6691760410047354,119.23654712364078
512,4,macro,3.1260108749071756,48776,2.9930857108560283e-05,96,3e-05,screening,warmup_cosine,1993,55.494505494505496,2.1529301315990845,57.75664152181043,1.983138334950528,155.75872158259153
512,5,macro,2.7779552042484283,60970,2.9803802197340197e-05,120,3e-05,screening,warmup_cosine,1993,66.26209611284239,1.579703577976061,63.88979993440472,1.6575456833831597,193.5074949786067
512,6,macro,2.547577212254206,73164,2.9612557414206237e-05,144,3e-05,screening,warmup_cosine,1993,73.1015253403313,1.2581807005614634,66.90718268284684,1.4779837893907968,232.43853310123086
512,7,macro,2.394681324561437,85358,2.9357960492462573e-05,168,3e-05,screening,warmup_cosine,1993,77.73495161554862,1.0452704245836515,69.20301738274844,1.36729145894562,270.5367230474949
512,8,macro,2.2680665949980416,97552,2.9041126674663762e-05,192,3e-05,screening,warmup_cosine,1993,81.07265868459898,0.8840695021874752,70.21974417841915,1.2937668299588974,307.91476454399526
512,9,macro,2.1419379115104675,109746,2.866344382737907e-05,216,3e-05,screening,warmup_cosine,1993,84.1561423650976,0.7580408220195723,71.10528041980977,1.2435437919038677,347.4880396965891
512,10,macro,2.0534182439247766,121940,2.8226566361748004e-05,240,3e-05,screening,warmup_cosine,1993,86.76398228637035,0.6530228605891362,71.8596261069203,1.1987356234081614,396.15201307460666
512,11,macro,1.956748217344284,134134,2.7732407986457445e-05,264,3e-05,screening,warmup_cosine,1993,89.24061013613253,0.5610202902239699,72.44998360118072,1.1757752120436196,445.0201216340065
512,12,macro,1.848419611652692,146328,2.7183133324885532e-05,288,3e-05,screening,warmup_cosine,1993,91.02017385599476,0.4815507544363759,72.84355526402099,1.1514274507086564,493.848638670519
512,13,macro,1.7510215292374294,158522,2.6581148433132734e-05,312,3e-05,screening,warmup_cosine,1993,92.86534361161227,0.4160519864728495,73.30272220400131,1.138564267757487,541.3289231117815
512,14,macro,1.639319747686386,170716,2.5929090260475094e-05,336,3e-05,screening,warmup_cosine,1993,94.74331638510743,0.35337276601079687,73.72909150541162,1.1265019685489384,589.1684399358928
512,15,macro,1.5325745791196823,182910,2.522981509840746e-05,360,3e-05,screening,warmup_cosine,1993,95.8258159750697,0.3059287497464293,73.95867497540178,1.1174862875082956,635.1317564491183
512,16,macro,1.4342161466677983,195104,2.4486386068874646e-05,384,3e-05,screening,warmup_cosine,1993,96.94931933737904,0.2601508865087408,74.48343719252213,1.1089284864946756,681.5589941106737
512,17,macro,1.3110147068897884,207298,2.3702059706497492e-05,408,3e-05,screening,warmup_cosine,1993,97.96621289158603,0.22069155139494512,74.4178419153821,1.1041745854894152,725.8858805503696
512,18,macro,1.1984028369188309,219492,2.2880271693569367e-05,432,3e-05,screening,warmup_cosine,1993,98.61407249466951,0.18794471130070772,74.286651361102,1.0996065511981867,772.9463268518448
512,19,macro,1.1022488127152126,231686,2.202462181030975e-05,456,3e-05,screening,warmup_cosine,1993,99.08971625389536,0.15984147936667853,74.61462774680223,1.098563188332032,816.5151750314981
512,20,macro,0.9790868783990542,243880,2.1138858166299334e-05,480,3e-05,screening,warmup_cosine,1993,99.4833524684271,0.13553033873001358,74.54903246966218,1.100371269759056,856.3046111408621
512,21,macro,0.8840835317969322,256074,2.022686078216959e-05,504,3e-05,screening,warmup_cosine,1993,99.7047728391012,0.11488016912423725,74.35224663824205,1.1011310888924104,896.3410405442119
512,22,macro,0.7774657482902209,268268,1.9292624593465884e-05,528,3e-05,screening,warmup_cosine,1993,99.79498113826472,0.09938031533751035,74.58183010823221,1.098221832355463,938.3785155676305
512,23,macro,0.7168882787227631,280462,1.83402419511346e-05,552,3e-05,screening,warmup_cosine,1993,99.81138264720354,0.08792532945003825,74.51623483109216,1.1004889786302086,980.9404829479754
512,24,macro,0.6478051692247391,292656,1.7373884695289362e-05,576,3e-05,screening,warmup_cosine,1993,99.83598491061177,0.07791906431969882,74.71302066251229,1.100617076890044,1019.5238970797509
512,25,macro,0.5959148357311884,304850,1.63977858807811e-05,600,3e-05,screening,warmup_cosine,1993,99.89339019189765,0.0711756602298711,74.77861593965234,1.0999402214793466,1058.4091945458204
512,26,macro,0.5587331180771192,317044,1.5416221234621452e-05,624,3e-05,screening,warmup_cosine,1993,99.86058717402001,0.06539716711000515,74.58183010823221,1.1016274912312758,1096.8164049126208
512,27,macro,0.519442792981863,329238,1.443349042648412e-05,648,3e-05,screening,warmup_cosine,1993,99.90979170083648,0.059771932371917545,74.81141357822237,1.1022408129778718,1135.9811888635159
512,28,macro,0.48582759623726207,341432,1.3453898234327112e-05,672,3e-05,screening,warmup_cosine,1993,99.90979170083648,0.05611279143922658,74.71302066251229,1.101491479570258,1174.8751377910376
512,29,macro,0.459842508037885,353626,1.2481735687638575e-05,696,3e-05,screening,warmup_cosine,1993,99.89339019189765,0.05252555171563936,74.68022302394228,1.1024659101436787,1213.3404210526496
512,30,macro,0.44779717673858005,365820,1.1521261270906779e-05,720,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.049867221971642915,74.81141357822237,1.103907912001918,1252.6952388826758
512,31,macro,0.4327411080400149,378014,1.057668226965096e-05,744,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.04747595162553554,74.90980649393244,1.1043385699288732,1293.9365988112986
512,32,macro,0.4003099339703719,390208,9.652136340725388e-06,768,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.044993007967115056,74.81141357822237,1.10385897527878,1333.3411123864353
512,33,macro,0.3922342136502266,402402,8.75167338762659e-06,792,3e-05,screening,warmup_cosine,1993,99.9343939642447,0.04330878854482237,74.81141357822237,1.1043651451944092,1372.2288249339908
512,34,macro,0.38611892362435657,414596,7.879237820197433e-06,816,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.04215883939837518,74.77861593965234,1.1054603686759652,1410.9064463749528
512,35,macro,0.37742257739106816,426790,7.038651276438212e-06,840,3e-05,screening,warmup_cosine,1993,99.89339019189765,0.040648894083583985,75.07379468678255,1.1053024334530628,1448.9260784555227
512,36,macro,0.35889147718747455,438984,6.233595882110561e-06,864,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.03913245710248104,74.94260413250245,1.1050380783106077,1487.2374123185873
512,37,macro,0.3503708230952422,451178,5.467598121464052e-06,888,3e-05,screening,warmup_cosine,1993,99.9343939642447,0.038300635209724085,74.97540177107248,1.1067099366355388,1524.8756192382425
512,38,macro,0.347096777210633,463372,4.744013389738787e-06,912,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.037822662141648825,74.97540177107248,1.1066003363419454,1564.4591483268887
512,39,macro,0.3484720600148042,475566,4.066011295110356e-06,936,3e-05,screening,warmup_cosine,1993,99.88518943742824,0.03722902610885798,74.97540177107248,1.1063273859321192,1604.2640855312347
512,40,macro,0.3411618520816167,487760,3.4365617744610484e-06,960,3e-05,screening,warmup_cosine,1993,99.89339019189765,0.036618446597940356,75.04099704821253,1.106899015001877,1642.4878714997321
512,41,macro,0.33976918707291287,499954,2.858422083795997e-06,984,3e-05,screening,warmup_cosine,1993,99.88518943742824,0.035908588791003046,75.1393899639226,1.107076477871523,1680.6319491416216
512,42,macro,0.3250104909141858,512148,2.334124720291866e-06,1008,3e-05,screening,warmup_cosine,1993,99.94259471871412,0.03540330586598431,75.0081994096425,1.10752269485889,1720.1300185583532
512,43,macro,0.3290861484905084,524342,1.8659663288845483e-06,1032,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.03515340194010785,75.1393899639226,1.1079114611792384,1758.437840970233
512,44,macro,0.3232834090789159,536536,1.455997641989777e-06,1056,3e-05,screening,warmup_cosine,1993,99.90979170083648,0.034928956314523,75.1393899639226,1.1077683118180237,1796.7740101516247
512,45,macro,0.31556035578250885,548730,1.10601449642493e-06,1080,3e-05,screening,warmup_cosine,1993,99.9343939642447,0.03442752646758593,75.1393899639226,1.1079435689443837,1835.5842418335378
512,46,macro,0.3239974156022072,560924,8.175499668816954e-07,1104,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.034211384198187374,75.1393899639226,1.1078038113982844,1874.3365044277161
512,47,macro,0.3181772430737813,573118,5.918676504083857e-07,1128,3e-05,screening,warmup_cosine,1993,99.94259471871412,0.03428955191136267,75.1393899639226,1.107930956296586,1913.5025292150676
512,48,macro,0.3094460380574067,585312,4.2995613131865005e-07,1152,3e-05,screening,warmup_cosine,1993,99.9343939642447,0.03362575553177966,75.10659232535258,1.1080469786436606,1953.8096423503011
512,49,macro,0.3227430582046509,597506,3.3252465077268987e-07,1176,3e-05,screening,warmup_cosine,1993,99.90979170083648,0.034106688771616225,75.10659232535258,1.1079596347126972,1991.3636145852506
512,50,macro,0.3066311863561471,609700,3.0000000000000004e-07,1200,3e-05,screening,warmup_cosine,1993,99.94259471871412,0.03366303013762001,75.10659232535258,1.1077430527419019,2029.8137499224395
512,1,macro,4.537626485029857,12194,4e-05,24,0.0001,screening,warmup_cosine,1993,3.755945546990323,5.122576132472937,14.594949163660216,4.139950310296409,37.307023810222745
512,2,macro,3.4901777307192483,24388,8e-05,48,0.0001,screening,warmup_cosine,1993,38.486140724946694,3.002628914543854,55.95277140045917,2.0565891259613487,76.94612825103104
512,3,macro,2.6341043512026467,36582,9.997721864480012e-05,72,0.0001,screening,warmup_cosine,1993,68.43529604723635,1.422898845788356,68.61265988848803,1.3461474390176915,115.86573881097138
512,4,macro,2.208332449197769,48776,9.976952369520095e-05,96,0.0001,screening,warmup_cosine,1993,80.56421190749549,0.8501607520435215,71.66284027550016,1.1883614222000136,154.7039717361331
512,5,macro,1.9381912350654602,60970,9.934600732446733e-05,120,0.0001,screening,warmup_cosine,1993,87.95309168443497,0.5552399190934306,73.69629386684159,1.1201297663672707,194.25138454325497
512,6,macro,1.6065076738595963,73164,9.870852471402079e-05,144,0.0001,screening,warmup_cosine,1993,93.42299491553223,0.3525638881424949,74.22105608396195,1.0941792316380468,232.76280585490167
512,7,macro,1.3206032713254292,85358,9.785986830820858e-05,168,0.0001,screening,warmup_cosine,1993,97.4331638510743,0.21461648989529303,74.35224663824205,1.0958070163845663,271.62377673015
512,8,macro,0.9553922588626543,97552,9.680375558221253e-05,192,0.0001,screening,warmup_cosine,1993,99.22092832540594,0.12096107455771811,74.25385372253197,1.0925479061918675,311.6170157901943
512,9,macro,0.5866639713446299,109746,9.554481275793023e-05,216,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.0653776353317068,74.286651361102,1.1056952559388868,354.4558578785509
512,10,macro,0.40944522122542065,121940,9.408855453916002e-05,240,0.0001,screening,warmup_cosine,1993,99.80318189273413,0.04261717944726292,75.07379468678255,1.095260683924849,394.1121228020638
512,11,macro,0.30729361933966476,134134,9.244135995485815e-05,264,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.03065680462316507,75.17218760249263,1.1039873775633564,432.47657652385533
512,12,macro,0.26268595829606056,146328,9.06104444162851e-05,288,0.0001,screening,warmup_cosine,1993,99.86058717402001,0.025061209162317456,75.40177107248279,1.1026116556009335,472.56919093616307
512,13,macro,0.24392266509433588,158522,8.860382811044245e-05,312,0.0001,screening,warmup_cosine,1993,99.86878792848943,0.021516772192072355,75.36897343391276,1.1024469717794576,511.9039244502783
512,14,macro,0.19931598535428444,170716,8.643030086825031e-05,336,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.017926110710221,75.36897343391276,1.105954739178701,551.5146227777004
512,15,macro,0.1860777729501327,182910,8.40993836613582e-05,360,0.0001,screening,warmup_cosine,1993,99.90159094636707,0.01585155065594999,75.33617579534274,1.105588614569214,590.2086538858712
512,16,macro,0.17342881858348846,195104,8.162128689624882e-05,384,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.013814311536273077,75.27058051820269,1.1148588281258007,628.9836403690279
512,17,macro,0.17482156803210577,207298,7.900686568832498e-05,408,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.013026314855540837,75.4345687110528,1.1109326976602216,667.1368310470134
512,18,macro,0.1537994627530376,219492,7.62675723118979e-05,432,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.011614775567714047,75.33617579534274,1.1196824396270422,706.6244666390121
512,19,macro,0.16047565080225468,231686,7.341540603436583e-05,456,0.0001,screening,warmup_cosine,1993,99.8523864195506,0.010854025346168791,75.5657592653329,1.1177179030646414,745.1825047619641
512,20,macro,0.15328325300167003,243880,7.046286055433111e-05,480,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.01014335814002539,75.69694981961298,1.1175153537748994,783.190071426332
512,21,macro,0.13790953516339263,256074,6.742286927389862e-05,504,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.009134321050876982,75.36897343391276,1.1213072053953717,825.7228107657284
512,22,macro,0.12782553195332488,268268,6.430874864488629e-05,528,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.008572013647571555,75.5657592653329,1.1241916983039233,866.9437963981181
512,23,macro,0.13008600721756616,280462,6.113413983711533e-05,552,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.008337819108967704,75.59855690390292,1.1258211558120843,908.2890833392739
512,24,macro,0.1281469090220829,292656,5.791294898429788e-05,576,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.007638567125912629,75.53296162676287,1.130540060191594,950.4057116098702
512,25,macro,0.12183616791541378,304850,5.465928626927034e-05,600,0.0001,screening,warmup_cosine,1993,99.86878792848943,0.007352175273835825,75.5657592653329,1.1287931302759677,993.5051687862724
512,26,macro,0.11974533585210641,317044,5.1387404115404844e-05,624,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.00715136487933286,75.40177107248279,1.1324260320066037,1033.6413590833545
512,27,macro,0.1273130226569871,329238,4.811163475494707e-05,648,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.00744660099705888,75.5657592653329,1.1296217002881164,1074.2957543004304
512,28,macro,0.1132779639835159,341432,4.4846327447757044e-05,672,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.00654399038162782,75.59855690390292,1.1310565156520644,1115.1243550106883
512,29,macro,0.11736356404920419,353626,4.160578562546192e-05,696,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.006576237325416504,75.4345687110528,1.1359364367891978,1157.3355928417295
512,30,macro,0.11897746240720153,365820,3.840420423635593e-05,720,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.006313948127232909,75.72974745818301,1.135505458572803,1196.3408294171095
512,31,macro,0.10721715353429317,378014,3.5255607565503205e-05,744,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.005918018618861006,75.46736634962282,1.1375426582994521,1237.9829008504748
512,32,macro,0.10507939864570896,390208,3.217378780241796e-05,768,0.0001,screening,warmup_cosine,1993,99.90159094636707,0.005827749158703774,75.5657592653329,1.1372765578297797,1277.472336543724
512,33,macro,0.09938035936405261,402402,2.9172244625421968e-05,792,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.005295443724506661,75.72974745818301,1.137296583426511,1317.1903783287853
512,34,macro,0.11124362098053098,414596,2.6264126067324773e-05,816,0.0001,screening,warmup_cosine,1993,99.86878792848943,0.005551669809570738,75.53296162676287,1.141444132733869,1359.891566986218
512,35,macro,0.11234692375486095,426790,2.3462170921460707e-05,840,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.005590369657588744,75.72974745818301,1.1400600569722847,1399.1329849753529
512,36,macro,0.10658709394435088,438984,2.0778652940368538e-05,864,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.005438774350003491,75.69694981961298,1.1403355521817957,1438.843666549772
512,37,macro,0.09854366925234596,451178,1.822532707154684e-05,888,0.0001,screening,warmup_cosine,1993,99.91799245530589,0.0049577385397334365,75.63135454247295,1.1418539593359727,1478.9363866243511
512,38,macro,0.08805680430183808,463372,1.581337796579596e-05,912,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.0049144713843828815,75.5657592653329,1.1416460389424716,1519.780880747363
512,39,macro,0.0998768846038729,475566,1.3553370983701189e-05,936,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.004885356768792196,75.72974745818301,1.1424330689157178,1558.3578968625516
512,40,macro,0.09706124748724203,487760,1.1455205914870161e-05,960,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.004892818533203065,75.66415218104297,1.1430223126534986,1598.1224628593773
512,41,macro,0.10390934837050736,499954,9.528073612653324e-06,984,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.004821355653352692,75.79534273532306,1.1448108201419458,1638.7288785353303
512,42,macro,0.08195085334591568,512148,7.78041573430622e-06,1008,0.0001,screening,warmup_cosine,1993,99.95079547318353,0.004467629703983471,75.82814037389308,1.1440997800892712,1677.2825611457229
512,43,macro,0.08945400717978676,524342,6.219887762948495e-06,1032,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.004643384239527756,75.72974745818301,1.144525703737954,1717.2627177666873
512,44,macro,0.08866580156609416,536536,4.853325473299257e-06,1056,0.0001,screening,warmup_cosine,1993,99.91799245530589,0.004624470298517448,75.76254509675303,1.1440927787623119,1756.918236169964
512,45,macro,0.08149910578504205,548730,3.6867149880830994e-06,1080,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.004436361011528903,75.72974745818301,1.1447700620596821,1795.4007209111005
512,46,macro,0.09430665507291754,560924,2.725166556272318e-06,1104,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.004598567265652429,75.69694981961298,1.1443479443503506,1834.9643443748355
512,47,macro,0.0860391032571594,573118,1.9728921680279523e-06,1128,0.0001,screening,warmup_cosine,1993,99.94259471871412,0.004427938211427588,75.66415218104297,1.144321691876515,1874.4488315042108
512,48,macro,0.07901699988481899,585312,1.4331871043955001e-06,1152,0.0001,screening,warmup_cosine,1993,99.94259471871412,0.004308442180227487,75.66415218104297,1.144337557463929,1912.476982910186
512,49,macro,0.09549057173232238,597506,1.108415502575633e-06,1176,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.004487075169438004,75.69694981961298,1.144433430352341,1951.2520071789622
512,50,macro,0.07015726241904001,609700,1.0000000000000002e-06,1200,0.0001,screening,warmup_cosine,1993,99.95079547318353,0.004246431646805347,75.63135454247295,1.144715661649119,1990.1482334230095
512,1,macro,4.201576332251231,12194,0.00012,24,0.0003,screening,warmup_cosine,1993,14.52353616532721,4.423473446373473,47.26139717940308,2.548971069175793,38.13547717034817
512,2,macro,2.6552659372488656,24388,0.00024,48,0.0003,screening,warmup_cosine,1993,64.98277841561423,1.546198212202991,70.15414890127911,1.2503857498444193,77.52065646834671
512,3,macro,2.025006035963694,36582,0.0002999316559344003,72,0.0003,screening,warmup_cosine,1993,82.85222240446122,0.6951779325966055,73.17153164972122,1.1210317639844776,118.02180016040802
512,4,macro,1.4742089360952377,48776,0.0002993085710856028,96,0.0003,screening,warmup_cosine,1993,93.49680170575692,0.3004747121397034,73.07313873401115,1.1589184113900048,156.4439610876143
512,5,macro,0.9517996658881506,60970,0.0002980380219734019,120,0.0003,screening,warmup_cosine,1993,98.26144005248483,0.11384139799848822,73.89307969826173,1.1417972143066246,193.89442140422761
512,6,macro,0.6006204610069593,73164,0.00029612557414206234,144,0.0003,screening,warmup_cosine,1993,99.40134492373298,0.05171794146030521,74.45063955395212,1.1401634253842512,231.37449184432626
512,7,macro,0.3680857600023349,85358,0.0002935796049246257,168,0.0003,screening,warmup_cosine,1993,99.68017057569297,0.027531624671297227,75.04099704821253,1.1363043642779107,267.7470179144293
512,8,macro,0.29715875784556073,97552,0.0002904112667466376,192,0.0003,screening,warmup_cosine,1993,99.74577661144825,0.020021049042148475,76.02492620531322,1.1428602862334634,305.6295942813158
512,9,macro,0.17616478307172656,109746,0.00028663443827379065,216,0.0003,screening,warmup_cosine,1993,99.83598491061177,0.011882764639689411,75.72974745818301,1.1220568766082533,343.83921968378127
512,10,macro,0.12492488479862611,121940,0.00028226566361748,240,0.0003,screening,warmup_cosine,1993,99.8523864195506,0.009162171778179141,76.35290259101345,1.1241763581913704,381.7548033371568
512,11,macro,0.11145352742945154,134134,0.00027732407986457444,264,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0076251175436051494,76.2873073138734,1.1310483244998841,419.04883754998446
512,12,macro,0.08863696875050664,146328,0.0002718313332488553,288,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.006469989597201054,76.51689078386356,1.1228747657182843,456.708121240139
512,13,macro,0.1339713886845857,158522,0.0002658114843313273,312,0.0003,screening,warmup_cosine,1993,99.82778415614237,0.008710260867916092,76.77927189242375,1.123890733828346,493.39524281583726
512,14,macro,0.10836784906374912,170716,0.0002592909026047509,336,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.008066555701730212,76.64808133814365,1.119877019214724,531.13533308357
512,15,macro,0.088890857839336,182910,0.00025229815098407456,360,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.00690923672495112,76.5824860610036,1.120236245089963,569.6867933329195
512,16,macro,0.07957612661023934,195104,0.0002448638606887464,384,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.005088204044738089,76.54968842243359,1.1294260459792305,607.950802301988
512,17,macro,0.08829066219429176,207298,0.00023702059706497488,408,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.00541080954584388,76.48409314529354,1.1312990310583868,646.0989179518074
512,18,macro,0.07723146948652963,219492,0.00022880271693569366,432,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.004594611656241521,76.38570022958346,1.1452795887587695,684.625327065587
512,19,macro,0.0974073268007487,231686,0.00022024621810309746,456,0.0003,screening,warmup_cosine,1993,99.8523864195506,0.005290242488489437,76.64808133814365,1.1392622622711692,723.5068051293492
512,20,macro,0.06761236721649766,243880,0.00021138858166299331,480,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.004007823050403391,76.94326008527386,1.1329388554348794,762.8968460764736
512,21,macro,0.06590998498722911,256074,0.00020226860782169586,504,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.003734442314515842,76.77927189242375,1.1343029619006104,800.7868945803493
512,22,macro,0.06074274544759343,268268,0.00019292624593465882,528,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.0035086714754109308,76.97605772384388,1.1351227527291863,838.9027398768812
